Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
ELEC,UC UCIMC,101 The City Dr. S,,Orange,CA,92868,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,33.7880247,-117.890268,2015-04-23,46745,2015-04-23 07:41:03 UTC,,,,,,,,,J1772
ELEC,ATLANTIC WHARF,280 Congress St,,Boston,MA,02210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.353325,-71.0527613,2015-04-23,66751,2015-04-23 07:38:23 UTC,,,,,,,,,J1772
LPG,U-Haul,25 Jefferson St,At Canal St,Stamford,CT,06902,,203-324-3869,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-8,41.048847,-73.5339149,2015-04-03,19214,2015-04-03 16:58:03 UTC,P,,,,,,true,,
E85,Western Convenience Store,306 E First St,,Ogallala,NE,69153,,308-284-2790,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.1250919,-101.7160398,2015-04-03,33279,2015-04-03 17:04:52 UTC,P,,,2007-08-15,,,,false,
ELEC,SpringHill Suites,2250 W Seltice Way,,Coeur d'Alene,ID,83814,,208-667-2212,E,,Public,24 hours daily; complementary for guest use,,,,,,2,,,,,GPS,47.697716,-116.808282,2015-02-03,52906,2015-02-03 18:09:07 UTC,P,,,2013-08-05,,,,,J1772
ELEC,CPSE-SATX,3535 N Ellison Dr,,San Antonio,TX,78251,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,29.4699311,-98.7065348,2015-04-23,61713,2015-04-23 08:26:34 UTC,,,,,,,,,J1772
E85,Cenex - Ampride,215 N Commercial Dr,,Eagle Grove,IA,50533,,515-603-6412,E,,Public - Credit card after hours,5am-10pm daily,Cash A D M V Wright_Exp,,,,,,,,,,200-8,42.6653539,-93.9045122,2015-04-03,28766,2015-04-03 17:06:55 UTC,P,,,2007-01-15,,,,true,
LPG,Thompson Gas,824 Gilmer Ave,,Tallassee,AL,36078,,334-283-4042,E,,Public,8am-5pm M-F,Cash M V,,,,,,,,,,200-8,32.5443407,-85.9090707,2015-01-06,34020,2015-01-06 17:47:55 UTC,P,,,,,,false,,
ELEC,Coos Bay Fred Meyer,1020 1st St,,Coos Bay,OR,97420,,888-833-2148,E,,Public,24 hours daily,,,,,,1,1,,AeroVironment Network,http://evsolutions.avinc.com/services/subscriber_network/,200-8,43.3571028,-124.211071,2015-04-23,65906,2015-04-23 08:49:54 UTC,,,,,,,,,CHADEMO J1772
ELEC,City of Morro Bay - Chamber of Commerce,695 Harbor St,Located at Harbor Street and Piney Way,Morro Bay,CA,93442,,805-772-4467,E,,Public,24 hours daily; MobileNOW! Phone application,,,,,,1,,,,,200-8,35.3669297,-120.8454694,2015-01-06,51515,2015-04-20 21:43:16 UTC,LG,,,2013-03-25,,,,,J1772
ELEC,Nissan of Fife,1700 Alexander Ave S,,Fife,WA,98424,,253-896-0480,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,47.2419472,-122.3730156,2015-01-06,39784,2015-02-10 18:53:48 UTC,P,,,2011-03-15,,,,,J1772
ELEC,Coastal Carolina University,150 Township Cir,,Conway,SC,29526,,843-743-6736,E,,Public,24 hours daily,,,,,,2,,,,,GPS,33.799792,-79.01138,2015-01-06,45773,2015-01-06 17:47:42 UTC,LG,,,2012-02-01,,,,,J1772
ELEC,University of Phoenix - John Sperling Center for Educational Innovation,1625 W Fountainhead Pkwy,,Tempe,AZ,85282,,602-5572000,E,,Public,24 hours daily,,,,,,3,,,,,GPS,33.40207,-111.966,2015-01-06,49503,2015-01-06 17:43:23 UTC,P,,,2012-10-01,,,,,J1772
E85,Speedway #5332,2254 N Fairfield Rd,,Beavercreek,OH,45431,,937-429-9067,E,,Public,24 hours daily,A Checks Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,39.7548878,-84.0538155,2015-03-04,62592,2015-03-04 14:19:54 UTC,P,,,2014-07-01,,,,false,
E85,Kwik Trip #326,3123 S Highway 51,,Janesville,WI,53546,,608-752-3354,E,,Public,24 hours daily,Cash Checks A D M V FuelMan Voyager Wright_Exp,,,,,,,,,,200-8,42.634407,-89.0303162,2015-01-06,61173,2015-03-23 20:27:29 UTC,P,,,2013-07-25,,,,false,
LPG,University of Maryland - Motor Transportation Facility,5245 Greenbelt Rd,,College Park,MD,20740,,,E,,Private - Government only,,,,,,,,,,,,GPS,34.7940511,-82.310735,2015-01-06,53159,2015-01-06 17:49:33 UTC,SG,,,,,,false,,
ELEC,SUQUAMISH MASI,16285 Washington 305,,Poulsbo,WA,98370,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,47.7058315,-122.590907,2015-04-23,36391,2015-04-23 07:58:06 UTC,,,,,,,,,NEMA520 J1772
CNG,Oklahoma Natural Gas - Tulsa North Service Center,4821 E 66th St N,NW corner of Yale Ave and E 66th St N,Tulsa,OK,74117,,888-609-2410  918-640-1591,E,,Public - Credit card at all times,24 hours daily,D FuelMan M V Voyager Wright_Exp,,B,3000 3600,,,,,,,GPS,36.249583,-95.922592,2015-01-06,32670,2015-01-06 17:47:14 UTC,T,,,2007-11-15,,MD,,,
LPG,Flying J,1501 N Jack Tone Rd,Hwy 99 Exit JackToneRd,Ripon,CA,95366,,209-599-4141,E,,Public,24 hours daily,A Checks Cash D M V,,,,,,,,,,200-8,37.7557553,-121.1436937,2015-03-04,66176,2015-03-04 01:17:41 UTC,P,,,2015-02-15,,,false,,
ELEC,Florida Power & Light - Broward Service Center,1800 NW 17th Terrace,,Oakland Park,FL,33311,,,E,,Private,,,,,,,1,,,,,200-8,26.1621177,-80.1666653,2015-01-06,48086,2015-01-06 17:48:43 UTC,T,,,2012-01-01,,,,,J1772
ELEC,IKEA - Covina,848 S. Barranca Ave,,Covina,CA,91723,,888-998-2546,E,,Public,MON: 9:30am-9:00pm | TUE: 9:30am-9:00pm | WED: 9:30am-9:00pm | THU: 9:30am-9:00pm | FRI: 9:30am-9:00pm | SAT: 9:30am-9:00pm | SUN: 9:30am-8:00pm,,,,,,4,,,Blink Network,http://www.blinknetwork.com/,GPS,34.0744187,-117.880137,2015-04-23,45309,2015-04-23 07:11:15 UTC,,,,,,,,,J1772
BD,Bonneville Power Administration,5411 NE Highway 99,,Vancouver,WA,98663,,,E,,Private - Government only,,Wright_Exp,B20,,,,,,,,,GPS,45.662257,-122.664489,2015-01-06,29825,2015-01-06 17:47:03 UTC,FG,8,U.S. Department of Energy,2006-08-15,,,,,
ELEC,Tribeca Park,400 Chambers St,,New York,NY,10282,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.717715999999996,-74.014984,2015-04-23,64144,2015-04-23 07:10:09 UTC,,,,,,,,,J1772
ELEC,CITY OF VENTURA,336 Sanjon Rd,,Ventura,CA,93001,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,34.2753906,-119.2808151,2015-04-23,50063,2015-04-23 07:39:41 UTC,,,,,,,,,J1772
LPG,U-Haul,3919 E Franklin Blvd,"East of Cox Road, near Franklin Square",Gastonia,NC,28056,,704-824-5298,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,35.256388,-81.111692,2015-01-06,19439,2015-01-06 17:44:01 UTC,P,,,,,,true,,
LPG,Roadrunner Energy,W Highway 83 S,Right on highway,Leakey,TX,78873,,830-232-6624  830-988-2435,E,,Public - Call ahead,8am-5pm M-F,Cash M V,,,,,,,,,,GPS,29.72889,-99.7613,2015-01-06,14471,2015-01-06 17:48:54 UTC,P,,,,,,false,,
E85,Larson Beach BP,4800 Larson Beach Rd,,McFarland,WI,53558,,608-838-4915,E,,Public,"5am-11pm M-Sat, 5am-10pm Sun",A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,43.017552,-89.299916,2015-01-06,30284,2015-01-06 17:43:43 UTC,P,,,2006-06-15,,,,false,
CNG,New Jersey Natural Gas - Central Division Operations Center,1420 Wyckoff Rd,,Wall Township,NJ,07727,,,E,,Private,,,,Q,3600,,,,,,,200-8,40.2115339,-74.1264353,2015-03-04,35942,2015-03-04 14:19:31 UTC,T,,,2002-04-15,,HD,,,
ELEC,McDonald's - Teel at Main - Frisco TX,8888 Teel Parkway,,Frisco,TX,75034,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.152129,-96.863573,2015-04-23,60481,2015-04-23 07:13:44 UTC,,,,,,,,,J1772
E85,Sunoco,6027 State Route 95,Exit 151 off I-71.,Mount Gilead,OH,43338,,419-768-2672,E,,Public,"6am-11pm M-F, 7am-11pm Sat, 7am-10pm Sun",A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.49813,-82.71999,2015-03-04,30025,2015-03-04 14:22:29 UTC,P,,,2006-09-15,,,,false,
CNG,American Nutrition - Building 2,2890 Reeves Ave,2813 Wall Ave.,Ogden,UT,84401,,,E,,Private,,,,Q,3000,,,,,,,GPS,41.21424,-111.98,2015-01-06,42601,2015-01-06 17:47:27 UTC,T,,,1997-10-15,,MD,,,
ELEC,Kwik Trip #228,120 N Mall Dr,,Appleton,WI,54913,,920-830-2313,E,,Public,24 hours daily,,,,,1,,,,,,GPS,44.263333,-88.46935,2015-01-06,64077,2015-03-16 17:51:27 UTC,P,,,2014-05-08,,,,,NEMA520
ELEC,Yark Nissan,5957 W Central Ave,,Toledo,OH,43615,,800-848-9275,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.6760563,-83.685162,2015-01-06,45760,2015-02-10 18:45:28 UTC,P,,,2012-01-31,,,,,J1772
ELEC,TOWNOFHEMPSTEAD,41140 Lido Blvd,,Point Lookout,NY,11569,,888-758-4389,E,,Public,24 hours daily,,,,,3,3,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,40.5915198,-73.6107153,2015-04-23,66752,2015-04-23 08:04:46 UTC,,,,,,,,,NEMA520 J1772
LPG,Premier Co-op,405 W Linden St,Corner of Washington and Linden Streets,Lancaster,WI,53813,,608-723-4181,E,,Public - Call ahead,7:30am-4pm M-F,Cash M V,,,,,,,,,,200-8,42.8519359,-90.7129746,2015-01-06,35623,2015-01-06 17:48:25 UTC,P,,,,,,true,,
ELEC,Chuck Colvin Nissan,1925 N Highway 99W,,McMinnville,OR,97128,,503-472-6124,E,,Private,,,,,,,1,,,,,200-8,45.2275986,-123.1778771,2015-01-06,44241,2015-02-10 18:27:10 UTC,P,,,2011-03-15,,,,,J1772
LPG,Maass Butane Co,8662 US 77,At Nursery Dr,Lexington,TX,78947,,979-773-2567,E,,Public,8am-12pm and 1pm-5pm M-F,Cash M V,,,,,,,,,,200-8,30.410743,-97.0017249,2015-01-06,22295,2015-01-06 17:48:41 UTC,P,,,,,,false,,
LPG,SAU 46 School District,10 Beede Rd,,Concord,NH,03303,,603-231-2183,E,,Private,,Cash M V,,,,,,,,,,200-6,43.272836,-71.591823,2015-03-26,64418,2015-03-26 17:24:12 UTC,P,,,,,,false,,
LPG,Allgas,10070 US Highway 431 S,,Boaz,AL,35956,,256-593-2828,E,,Public,8am-5pm M-F,Cash D M V,,,,,,,,,,200-8,34.146323,-86.128329,2015-01-06,34076,2015-01-06 17:43:34 UTC,P,,,,,,true,,
E85,Propel Fuels - Chevron,735 W Capitol Expy,At intersection of W Capitol Expressway and Guadalupe Parkway HW 87.,San Jose,CA,95136,,408-979-7811 x10,E,,Public - Credit card at all times,24 hours daily; Also accept Propel CleanDrive fleet card,A D M V FuelMan Voyager Wright_Exp,,,,,,,,,,200-8,37.27504,-121.8664816,2015-01-06,35944,2015-04-15 14:20:18 UTC,P,,,2010-08-02,,,,false,
CNG,Clean Energy - Oakland International Airport,7855 Earhart Rd,"Doolittle Dr N/State Hwy 61 from Hegenberger to Langley St, left on Langley, 1 block west to Earhart Rd",Oakland,CA,94621,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,GPS,37.733622,-122.214731,2015-03-04,26554,2015-03-04 14:18:49 UTC,P,,,2005-02-15,,HD,,,
CNG,El Dorado City Public Works,222 E 2nd Ave,,El Dorado,KS,67042,,316-322-4481,E,,Private,,,,Q,3600,,,,,,,200-8,37.820433,-96.847392,2015-01-06,63632,2015-01-06 17:49:37 UTC,LG,,,2014-10-08,,HD,,,
ELEC,"Walgreens - Catonsville, MD #12790",6323 Baltimore National Pike,,Catonsville,MD,21228,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.283502,-76.755399,2015-04-23,42717,2015-04-23 07:34:14 UTC,,,,,,,,,J1772
ELEC,City of Lacey - City Hall Parking,420 College St,"At 3rd Ave SE, next to police station",Lacey,WA,98503,,360-491-3214,E,,Public,24 hours daily,,,,,4,,,,,,200-8,47.04437,-122.823,2015-01-06,33351,2015-01-06 17:45:52 UTC,LG,,,2008-04-15,,,,,NEMA520
ELEC,SAN JOSE,128-268 California 82,,San Jose,CA,95113,,888-758-4389,E,,Public,24 hours daily,,,,,3,3,,,ChargePoint Network,http://www.mychargepoint.net/,200-9,37.3306416,-121.8873012,2015-04-23,37187,2015-04-23 07:44:58 UTC,,,,,,,,,NEMA520 J1772
CNG,AMP Americas - Fair Oaks Dairy,856 N 600 E,Division Rd and County Rd 1200,Fair Oaks,IN,47943,,312-300-6700,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts AMP Americas Fueling Card,CleanEnergy M V,,Q,3600,,,,,,,GPS,41.00993,-87.2761,2015-03-04,47276,2015-03-04 14:26:57 UTC,P,,,2011-09-06,,HD,,,
CNG,Trillium CNG - Southern California Gas Co,1919 S State College Blvd,"Exit I-5 at State College Boulevard/The City Drive, go north on State College, turn left/west on Gene Autry, and the station is on the right.",Anaheim,CA,92806,,800-920-1166,E,,Public - Credit card at all times,24 hours daily; trillium required for access - call 800-920-1166 to set up an account,A M V Voyager Wright_Exp Trillium,,Q,3000 3600,,,,,,,GPS,33.80086,-117.89,2015-03-04,1354,2015-03-04 14:13:35 UTC,P,,,1996-12-15,,MD,,,
ELEC,LEGOLAND,5885 The Crossings Dr,,Carlsbad,CA,92008,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,33.1266109,-117.3093162,2015-04-23,65312,2015-04-23 08:38:36 UTC,,,,,,,,,J1772
E85,Kum & Go #301,2005 Highway 18 E,Other street address is 2325 7th Ave N,Clear Lake,IA,50428,,641-357-5140,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-8,43.144802,-93.36009200000001,2015-03-04,34277,2015-03-04 14:28:47 UTC,P,,,2008-12-19,,,,false,
E85,Martin's Super Markets - Fuel Depot,7020 Heritage Square Dr,,Granger,IN,46530,,574-807-8220,E,,Public - Credit card after hours,7am-9pm daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,41.72538,-86.176406,2015-01-06,30463,2015-01-06 17:49:45 UTC,P,,,2006-10-15,,,,false,
ELEC,Deep Ellum Parking Lot - Main Street,2909 Main St,,Dallas,TX,75226,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,32.784498,-96.78197,2015-04-23,40314,2015-04-23 07:13:54 UTC,,,,,,,,,J1772
ELEC,UMD COLLEGEPARK,Paint Branch Dr,,College Park,MD,20740,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9894409,-76.9373016,2015-04-23,43870,2015-04-23 08:01:25 UTC,,,,,,,,,NEMA520 J1772
CNG,IGS CNG Services - Findlay - Speedway,3730 Speedway Dr,Located at an existing Speedway station at the State Route 99 exit off of I-75.,Findlay,OH,45840,,877-742-4476,E,,Public - Credit card at all times,24 hours daily,A D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,GPS,41.086807,-83.657436,2015-03-04,61206,2015-03-04 14:21:46 UTC,P,,,2014-10-30,,HD,,,
LPG,Midway Co-op Service Station,123 W South St,US Highway 36 and High,Mankato,KS,66956,,785-378-3233,E,,Public,"7:30am-5:30pm M-F, 7:30am-12pm Sat",A Cash D M V,,,,,,,,,,200-8,39.7847583,-98.2152082,2015-01-06,18090,2015-01-06 17:48:07 UTC,P,,,,,,true,,
ELEC,WINTER PARK,Azalea Ln,,Winter Park,FL,32789,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,28.5893497,-81.3587723,2015-04-23,42144,2015-04-23 08:08:21 UTC,,,,,,,,,NEMA520 J1772
E85,Gulf,Mile Marker 104.4 Westbound Mass Pike,,Westborough,MA,01581,,508-366-4941,E,,Public,24 hours daily; Also accept Comdata cards,A Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,42.244817,-71.592092,2015-01-06,48941,2015-01-06 17:46:41 UTC,P,,,2012-07-25,,,,false,
ELEC,Texas Motors Ford,300 W Loop 820 S,,Fort Worth,TX,76108,,800-519-9021,E,,Private,,,,,,,1,,,,,200-8,32.757225,-97.4810679,2015-01-06,53989,2015-01-06 17:49:42 UTC,P,,,2013-04-01,,,,,J1772
E85,Nevada State Motor Pool,2550 Terminal Way,,Reno,NV,89502,,,E,,Private - Government only,Thomas card required,,,,,,,,,,,200-8,39.5003232,-119.782707,2015-01-06,32575,2015-01-06 17:45:46 UTC,SG,,,2007-09-15,,,,false,
ELEC,Atlantic Oaks Campground,3700 State Hwy,,Eastham,MA,02642,,508-255-1437,E,,Public,9am-6pm daily,Cash D M V,,,,1,1,,,,,GPS,41.8432,-69.98261,2015-01-06,63314,2015-01-06 17:48:05 UTC,P,,,2012-01-01,,,,,NEMA520 J1772
ELEC,Andrews Inc of Princeton,3558 Brickton Rd,,Princeton,MN,55371,,763-633-7222,E,,Public,24 hours daily,,,,,1,2,,,,,200-8,45.596394,-93.5991377,2015-01-06,64406,2015-03-23 19:25:19 UTC,P,,,2013-09-01,,,,,J1772 NEMA520
E85,K & K Convenience Store,309 E Hickory St,,Sisseton,SD,57262,,605-742-7474,E,,Public - Credit card after hours,5am-11pm daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,45.6601507,-97.046921,2015-01-06,40639,2015-01-06 17:47:28 UTC,P,,,2011-01-31,,,,false,
E85,Chevron Express Gas & Carwash,7473 W Bell Rd,,Peoria,AZ,85382,,623-773-0102,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,200-8,33.6375282,-112.2196046,2015-01-06,42095,2015-01-06 17:47:57 UTC,P,,,2011-10-15,,,,false,
CNG,New York State Department of Transportation,334 Violet Ave,"Thruway Exit 18, after the exit turn right on Route 299 East.",Poughkeepsie,NY,12601,,,E,,Private - Government only,8am-3pm M-F; hours may vary in winter,,,Q,3000 3600,,,,,,,200-8,41.7333642,-73.9097675,2015-01-06,32795,2015-03-24 18:42:08 UTC,SG,,,2002-12-01,,LD,,,
E85,Haines Road Service Station,9 Haines Rd,,Bedford Hills,NY,10507,,914-666-0794,E,,Public,6:30am-10pm daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.2384481,-73.701402,2015-04-03,33849,2015-04-03 17:01:09 UTC,P,,,2009-03-17,,,,false,
ELEC,NAVFAC,201 Decatur Ave,,North Chicago,IL,60088,,888-758-4389,E,,Public,24 hours daily,,,,,4,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,42.310704,-87.8352213,2015-04-23,62078,2015-04-23 08:15:53 UTC,,,,,,,,,NEMA520 J1772
LPG,U-Haul,4940 Memorial Dr,1 mile outside of I-285,Stone Mountain,GA,30083,,404-296-9737,E,,Public,"7am-7pm M-Sat, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,33.790316,-84.2310789,2015-01-06,19513,2015-01-06 17:47:49 UTC,P,,,,,,true,,
LPG,Suburban Propane,2752 S US Highway 35,Just south of the Tippecanoe River between Winamac and Star City,Winamac,IN,46996,,574-946-3626,E,,Public - Call ahead,8am-12pm and 1pm-5pm M-F,A Checks Cash D M V,,,,,,,,,,200-8,41.016262,-86.577779,2015-01-06,42350,2015-01-06 17:46:40 UTC,P,,,,,,false,,
CNG,Clean Energy - Allied Waste,9200 Glenoaks Blvd,,Sun Valley,CA,91352,,,E,,Private,,,,Q,3600,,,,,,,GPS,34.23646,-118.373,2013-07-31,50254,2015-04-17 18:23:28 UTC,P,,,2011-12-15,,HD,,,
ELEC,NV ENERGY - 1,875 S Grand Central Parkway,,Las Vegas,NV,89106,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,36.1638289,-115.1568419,2015-04-23,60158,2015-04-23 08:20:20 UTC,,,,,,,,,NEMA520 J1772
ELEC,NATIONAL GRID,1 Latti Farm Rd,,Millbury,MA,01527,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.2197342,-71.7734375,2015-04-23,43179,2015-04-23 08:15:12 UTC,,,,,,,,,J1772 NEMA520
ELEC,Nissan of Midland,4800 W Loop 250,,Midland,TX,79707,,432-694-9558,E,,Private,,,,,,,1,,,,,200-8,32.024168,-102.151831,2015-01-06,48234,2015-02-10 18:58:41 UTC,P,,,2011-03-15,,,,,J1772
ELEC,AutoNation Nissan,2400 W 104th Ave,,Denver,CO,80234,,303-469-1721,E,,Private,Service center use only,,,,,,1,,,,,GPS,39.884399,-105.0158,2015-01-06,63408,2015-02-10 18:28:02 UTC,P,,,2011-11-29,,,,,J1772
ELEC,GeoInnovation LLC,2421 S 34th Place,,Tucson,AZ,85713,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,32.194663,-110.913521,2015-04-23,52720,2015-04-23 07:10:14 UTC,,,,,,,,,J1772
ELEC,Lee Toyota,115 Main St,,Topsham,ME,04086,,207-729-3358,E,,Public,Dealership business hours,,,,,,2,,,,,200-8,43.938016,-69.964093,2015-02-03,46971,2015-02-03 18:07:06 UTC,P,,,2012-05-30,,,,,J1772
E85,G&M Chevron #59 - Pearson Fuels,1701 E Main St,,El Cajon,CA,92021,,619-631-9000,P,2015-08-01,PLANNED - not yet accessible (Public),24 hours daily; Also accept JCB and Fleet Wide cards,Cash Checks A D M V FuelMan Voyager Wright_Exp FleetOne,,,,,,,,,,200-8,32.8124634,-116.9180131,2015-04-03,66378,2015-04-03 17:11:20 UTC,P,,,,,,,false,
E85,Marcus Junction,406 Highway 3,,Marcus,IA,51035,,712-376-2402,E,,Public - Credit card after hours,5am-11pm daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.807127,-95.798592,2015-04-03,29837,2015-04-03 17:00:23 UTC,P,,,2007-03-15,,,,true,
LPG,Suburban Propane,3474 US Highway 80 W,,Selma,AL,36701,,334-874-6574,E,,Public - Call ahead,8am-5pm M-F,A Cash D M V,,,,,,,,,,200-8,32.43615,-87.078137,2015-01-06,26887,2015-01-06 17:48:00 UTC,P,,,,,,true,,
ELEC,Arkansas Power Electronics International,535 W Research Center Blvd,,Fayetteville,AR,72701,,,P,2015-09-01,PLANNED - not yet accessible (Private),Employee use only,,,,,,4,,,,,200-8,36.0422783,-94.168148,2015-04-03,66408,2015-04-03 17:08:04 UTC,P,,,,,,,,J1772
ELEC,Stone's Education Superstore,210 Hampton Woods Ln,,Raleigh,NC,27607,,919-821-7210,E,,Public,Store business hours,,,,,,2,,,,,200-8,35.7931021,-78.7500348,2015-01-06,60264,2015-01-06 17:43:53 UTC,P,,,2013-11-01,,,,,J1772
LPG,McAdam's Propane Co,191 US Highway 96 S,"1 mile north of town, beside Farm-to-Market Rd 2026",Center,TX,75935,,936-598-7444,E,,Public,"8am-5pm M-F, 7:30am-12pm Sat",Cash M V,,,,,,,,,,GPS,31.79017,-94.1849,2015-01-06,20073,2015-01-06 17:49:05 UTC,P,,,,,,true,,
ELEC,BEAM CHARGING,750 Columbus Ave,,New York,NY,10025,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.793416,-73.967719,2015-04-23,52289,2015-04-23 07:48:16 UTC,,,,,,,,,J1772
HY,Redondo Beach - APCI CEC Award,1200 Beryl Street,,Redondo Beach,CA,90277,,,P,2011-03-07,PLANNED - not yet accessible (Public),10/1/14,,,,,,,,,,,200-8,33.8540103,-118.381491,2015-01-06,62003,2015-01-06 17:45:43 UTC,P,,,,,,,,
ELEC,American Bush - Solar Canopy,2626 S 300 W,Located across from Tire World,South Salt Lake,UT,84115,,801-518-3529,E,,Public,24 hours daily,,,,,,2,,,,,200-8,40.7144199,-111.900105,2015-01-06,52937,2015-01-06 17:47:35 UTC,P,,,2013-09-25,,,,,J1772
HY,FirstElement - Saratoga,12600 Saratoga Ave.,,Saratoga,CA,95070,,(949) 205-5553,P,2014-05-02,PLANNED - not yet accessible (Public),10/31/2015,,,,,,,,,,,200-8,37.284205,-121.999374,2015-01-06,61987,2015-01-06 17:44:00 UTC,P,,,,,,,,
ELEC,Yale University,344 Winchester Ave,,New Haven,CT,06511,,,E,,Private,Yale access card needed,,,,,,1,,,,,200-8,41.324844,-72.92968,2015-01-06,46551,2015-03-25 17:44:27 UTC,P,,,2012-01-07,,,,,J1772
ELEC,Tigard - Public Works,8777 SW Burnham St.,,Tigard,OR,97223,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,45.427235,-122.767239,2015-04-23,50867,2015-04-23 07:13:39 UTC,,,,,,,,,J1772
ELEC,"Walgreens - Orem, UT #9192",763 N State St,,Orem,UT,84057,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,40.3112412,-111.7012595,2015-04-23,43384,2015-04-23 07:34:33 UTC,,,,,,,,,J1772
